-2.984785139560699463e-01,1.819284856319427490e-01,-2.213678807020187378e-01,-1.193742305040359497e-01,1.630386859178543091e-01,-9.882724285125732422e-02,9.197875857353210449e-02,1.131108552217483521e-01,-2.299920618534088135e-01,1.786244288086891174e-02,-8.547414094209671021e-03,-1.159106343984603882e-01
-3.243190795183181763e-02,2.610839009284973145e-01,-3.966511487960815430e-01,-2.665183842182159424e-01,1.124626621603965759e-01,7.366925477981567383e-02,1.563887894153594971e-01,3.130803704261779785e-01,-2.714988291263580322e-01,1.106048151850700378e-01,-6.366197764873504639e-02,-2.106703519821166992e-01
5.803261697292327881e-02,3.000064492225646973e-01,-5.444952249526977539e-01,-4.048253893852233887e-01,9.217774122953414917e-02,1.589986085891723633e-01,1.797762513160705566e-01,4.208832681179046631e-01,-2.357727438211441040e-01,1.060989946126937866e-01,-1.304324865341186523e-01,-3.080871999263763428e-01
-5.407405644655227661e-02,3.969480991363525391e-01,-3.812971413135528564e-01,-4.628548026084899902e-01,1.422800719738006592e-01,-7.492223381996154785e-02,3.665684163570404053e-01,2.968700528144836426e-01,-1.518446207046508789e-01,4.858193546533584595e-02,-2.854207754135131836e-01,-4.507046937942504883e-01
-6.685414910316467285e-02,4.534404277801513672e-01,-3.208311200141906738e-01,-5.479443073272705078e-01,1.790617406368255615e-01,-2.511365711688995361e-01,4.824253916740417480e-01,2.759768366813659668e-01,-9.381653368473052979e-02,-5.098156258463859558e-02,-3.945080041885375977e-01,-5.474796295166015625e-01
-1.888140738010406494e-01,4.619662761688232422e-01,-3.877656459808349609e-01,-5.689870119094848633e-01,7.598479092121124268e-02,-3.522852659225463867e-01,3.671668171882629395e-01,2.966978251934051514e-01,-3.653507828712463379e-01,7.090871036052703857e-02,-3.835719823837280273e-01,-5.704446434974670410e-01
-1.973398774862289429e-01,4.504868388175964355e-01,-3.761509656906127930e-01,-5.569127798080444336e-01,3.925639390945434570e-02,-4.196134507656097412e-01,2.758892774581909180e-01,4.310787320137023926e-01,-2.289362996816635132e-01,-6.737191975116729736e-02,-4.964074492454528809e-01,-6.109617352485656738e-01
-2.253879457712173462e-01,4.892980456352233887e-01,-3.797863721847534180e-01,-5.786119103431701660e-01,1.553700119256973267e-02,-5.025627613067626953e-01,2.179290056228637695e-01,5.202580094337463379e-01,-2.034192532300949097e-01,-1.932992786169052124e-01,-5.594970583915710449e-01,-6.433396339416503906e-01
-3.755684196949005127e-01,5.923208594322204590e-01,-3.948226273059844971e-01,-6.301286816596984863e-01,4.334612935781478882e-02,-5.251427292823791504e-01,3.817780017852783203e-01,4.682745337486267090e-01,-2.288373410701751709e-01,-1.358971446752548218e-01,-5.764228105545043945e-01,-6.759450435638427734e-01
-2.997305989265441895e-01,6.210437417030334473e-01,-2.966650128364562988e-01,-5.819673538208007812e-01,-1.280932128429412842e-01,-4.084208905696868896e-01,4.386743009090423584e-01,4.242527186870574951e-01,-2.350805103778839111e-01,-1.448983252048492432e-01,-6.573405861854553223e-01,-6.915773749351501465e-01
-3.039228618144989014e-01,7.013626694679260254e-01,-3.331595659255981445e-01,-6.344295740127563477e-01,2.176252752542495728e-02,-3.419842720031738281e-01,5.124540925025939941e-01,4.924741089344024658e-01,-3.567272424697875977e-01,-3.693364933133125305e-02,-5.638375282287597656e-01,-7.264643907546997070e-01
-2.378218024969100952e-01,6.816940307617187500e-01,-4.277730584144592285e-01,-4.785019755363464355e-01,-1.610195823013782501e-02,-3.800590038299560547e-01,5.040152072906494141e-01,4.694040417671203613e-01,-4.360155463218688965e-01,6.351549923419952393e-02,-5.956797003746032715e-01,-7.258400917053222656e-01
-2.550998628139495850e-01,7.292897701263427734e-01,-3.659248948097229004e-01,-4.207493960857391357e-01,-3.983726724982261658e-02,-2.472113072872161865e-01,4.819938242435455322e-01,4.560300111770629883e-01,-3.824731111526489258e-01,5.809656903147697449e-02,-6.649515628814697266e-01,-7.342627048492431641e-01
-1.568923294544219971e-01,6.241073012351989746e-01,-4.870548248291015625e-01,-4.206580817699432373e-01,-3.169692307710647583e-02,-2.291246056556701660e-01,5.528457760810852051e-01,5.018179416656494141e-01,-2.582799494266510010e-01,6.600780040025711060e-02,-6.583855152130126953e-01,-7.230014801025390625e-01
-5.593889206647872925e-02,7.041943669319152832e-01,-5.224073529243469238e-01,-4.461559057235717773e-01,2.027174457907676697e-03,-2.322803586721420288e-01,5.500593781471252441e-01,5.460057258605957031e-01,-1.728833913803100586e-01,3.942567110061645508e-02,-6.781130433082580566e-01,-7.381904125213623047e-01
-1.535226702690124512e-01,7.098111510276794434e-01,-4.484050273895263672e-01,-3.643561303615570068e-01,-6.729999184608459473e-02,-1.143267229199409485e-01,4.737848043441772461e-01,5.515238046646118164e-01,-2.621475458145141602e-01,7.280447334051132202e-02,-6.660246849060058594e-01,-7.275534272193908691e-01
-1.308420449495315552e-01,7.359786629676818848e-01,-4.317496418952941895e-01,-2.218915969133377075e-01,-2.656344510614871979e-02,-1.653904020786285400e-01,4.611723721027374268e-01,6.129715442657470703e-01,-3.314729928970336914e-01,1.238677203655242920e-01,-6.666280031204223633e-01,-7.227270007133483887e-01
-7.563246786594390869e-02,5.229116678237915039e-01,-4.817070066928863525e-01,-2.455018609762191772e-01,8.599132299423217773e-02,-1.727993488311767578e-01,2.834454774856567383e-01,5.624312162399291992e-01,-3.752404153347015381e-01,2.587153911590576172e-01,-6.502252221107482910e-01,-7.345545291900634766e-01
-2.814183384180068970e-02,5.331434011459350586e-01,-5.217376947402954102e-01,-9.444044530391693115e-02,1.930655352771282196e-02,-1.865032315254211426e-01,2.870295345783233643e-01,6.313977241516113281e-01,-3.673481643199920654e-01,3.648621141910552979e-01,-6.132105588912963867e-01,-7.355496883392333984e-01
-9.425973892211914062e-02,2.532152533531188965e-01,-3.763772547245025635e-01,5.287267267704010010e-02,-1.700322702527046204e-02,-6.068037822842597961e-03,2.908305823802947998e-01,6.385917663574218750e-01,-4.008306264877319336e-01,3.542905151844024658e-01,-5.999741554260253906e-01,-7.197253704071044922e-01
1.425898075103759766e-02,2.907640337944030762e-01,-4.386229217052459717e-01,2.008134424686431885e-01,-9.467038512229919434e-02,5.792217329144477844e-03,3.656460940837860107e-01,6.343927979469299316e-01,-3.256938457489013672e-01,4.152390360832214355e-01,-6.290308833122253418e-01,-7.072572112083435059e-01
-6.893979012966156006e-02,2.130919098854064941e-01,-4.824938178062438965e-01,2.954542040824890137e-01,5.069085210561752319e-02,-1.031993851065635681e-01,3.293728530406951904e-01,4.905269145965576172e-01,-2.674307227134704590e-01,3.973229229450225830e-01,-6.246173381805419922e-01,-7.060316801071166992e-01
1.144454628229141235e-01,2.793553471565246582e-01,-4.646388590335845947e-01,2.687536776065826416e-01,3.085855394601821899e-02,8.796872198581695557e-02,2.985022664070129395e-01,5.148670673370361328e-01,-1.794757992029190063e-01,2.739773094654083252e-01,-6.741864085197448730e-01,-7.153448462486267090e-01
1.008516848087310791e-01,3.554852902889251709e-01,-5.325770378112792969e-01,1.629207134246826172e-01,-9.800714254379272461e-02,1.543743312358856201e-01,1.873675286769866943e-01,5.648243427276611328e-01,-3.066557049751281738e-01,4.216596782207489014e-01,-6.772402524948120117e-01,-7.490251064300537109e-01
6.611596047878265381e-02,2.799333631992340088e-01,-4.292417466640472412e-01,2.198518514633178711e-01,-8.405301719903945923e-03,-2.869541943073272705e-02,1.427832394838333130e-01,3.938879072666168213e-01,-2.420015335083007812e-01,2.741662263870239258e-01,-6.845920085906982422e-01,-7.483680844306945801e-01
