1.490855539858799261e+00,-1.796718070859575800e+00,1.732404550260713494e+00,-1.246667686759674432e+00,-1.589718884630282769e+00,-4.783900456918049188e-03,-1.495768780805858622e+00,-1.798601908093813595e+00,1.734669724103759858e+00,-1.247741370680438111e+00,-1.592184619978819438e+00,-1.227415925648872586e-03
1.481263476139947910e+00,-1.783172778969423611e+00,1.712842426313343713e+00,-1.249632884989748449e+00,-1.582591517193571162e+00,-8.030591891910496966e-03,-1.498659673561997696e+00,-1.797601584361512739e+00,1.713090071044535589e+00,-1.254749795953350011e+00,-1.583610731566662322e+00,-4.226106876482832800e-04
1.484046793048625634e+00,-1.771708036782807749e+00,1.687959132011889629e+00,-1.259374685503618307e+00,-1.569299313856454381e+00,-3.725468976479937716e-03,-1.504549939567410233e+00,-1.797185006090470161e+00,1.688914279359029491e+00,-1.265017343983416698e+00,-1.583176521343092169e+00,9.769132414410967163e-03
1.483838668268258498e+00,-1.762313727572662359e+00,1.659516348678702347e+00,-1.282324860167056491e+00,-1.556219353409273642e+00,-7.975852897524809970e-03,-1.512351165913589757e+00,-1.791276313994744296e+00,1.666794865655359947e+00,-1.281084071306386685e+00,-1.580643964785464650e+00,1.106037059754595361e-02
1.487095282086269732e+00,-1.745480896029548479e+00,1.643055708842241946e+00,-1.307168279155451307e+00,-1.553524284881479200e+00,-1.610889403395969477e-02,-1.523810345982766989e+00,-1.773504312809426553e+00,1.640894928951071696e+00,-1.297957874332823947e+00,-1.575890528555576875e+00,9.496192692464875892e-03
1.486139421516055048e+00,-1.721597277074053300e+00,1.616901471983562821e+00,-1.331488830244780264e+00,-1.548925729634696324e+00,-2.558684480286606625e-02,-1.538729153686344775e+00,-1.749504977584981802e+00,1.616604639507646546e+00,-1.320863998144379714e+00,-1.570462018040862828e+00,7.187068081408249515e-03
1.489577269430899964e+00,-1.698820199403178188e+00,1.594432297575677282e+00,-1.358401150314760830e+00,-1.547159897723029198e+00,-3.913129972722163841e-02,-1.548555660167769243e+00,-1.718682986304802540e+00,1.594416064116812581e+00,-1.342359584192025945e+00,-1.571957241287818663e+00,6.868207716594143704e-03
1.492768610373681248e+00,-1.675298278011162489e+00,1.574826212165923334e+00,-1.380598349862996121e+00,-1.552038931442061509e+00,-4.170488559943365259e-02,-1.551862502410203071e+00,-1.690602582930047282e+00,1.569462311970066803e+00,-1.363771119333966553e+00,-1.568231355134787064e+00,4.739628499108621690e-03
1.504023938961899898e+00,-1.647170430931932161e+00,1.552428807224981222e+00,-1.406604548963428236e+00,-1.550828127639144682e+00,-3.534824541899447836e-02,-1.555834348295483727e+00,-1.659328170872664820e+00,1.546113052534157095e+00,-1.385895419445824617e+00,-1.576298379903374958e+00,6.723098763943067060e-03
1.525691170079215730e+00,-1.617952467181112075e+00,1.527747771353020978e+00,-1.426834776802754057e+00,-1.556595367539622465e+00,-2.623543302011790979e-02,-1.550578783254495274e+00,-1.627153608725216083e+00,1.528002050793307198e+00,-1.410343872892356520e+00,-1.576022197909398237e+00,1.562236906541188304e-02
1.542257002943413502e+00,-1.585961995736041796e+00,1.516488804802635704e+00,-1.454196124889895803e+00,-1.555228014665399394e+00,-1.885555097149002601e-02,-1.549414760683060610e+00,-1.592480810155398885e+00,1.503811356959279255e+00,-1.431020600175549884e+00,-1.572384917824433126e+00,1.978602511210358211e-02
